SR.No,question,answer,topic
1482,2. How do professors teach classes?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1483,3. Tell me about teaching approaches,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1484,4. What instructional methods are followed?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1485,5. Do you use modern teaching techniques?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1486,6. How do faculty deliver lectures?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1487,7. Tell me teaching methodology details,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1488,8. What pedagogical approaches do you use?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1489,9. Do instructors use interactive teaching?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1490,10. How do teachers conduct classes?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1491,11. Tell me about classroom instruction methods,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1492,12. Do you have innovative teaching practices?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1493,13. What learning approaches do faculty use?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1494,14. Are there hands-on teaching methods?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1495,15. Tell me educational delivery methods,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1496,16. Do professors use technology in teaching?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1497,17. How do instructors engage students?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1498,18. What teaching styles are adopted?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1499,19. Tell me about faculty teaching techniques,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1500,20. Do you have student-centered teaching?,"Yes. Arya College emphasizes hands-on learning through extensive lab work and practicals across departments (e.g., IoT, Networking, Data Science, HPC, Deep Learning). Activities include labs, mini-projects, internships, industry training, and project-based learning. Some programs feature industry collaborations and FDPs. Want me to connect you with a counselor for department-specific hands-on components and lab facilities?",FACULTY_TEACHING_QUALITY
1501,1. What expertise do your faculty have?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1502,2. Are professors experts in their fields?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1503,3. Tell me about faculty specializations,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1504,4. Do instructors have subject expertise?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1505,5. What are faculty areas of expertise?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1506,6. Are professors knowledgeable in their subjects?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1507,7. Tell me faculty expertise information,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1508,8. Do teachers specialize in specific areas?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1509,9. What qualifications make faculty experts?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1510,10. Are instructors authorities in their fields?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1511,11. Tell me about professor specializations,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1512,12. Do faculty have deep subject knowledge?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1513,13. What makes your professors qualified?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1514,14. Are teachers recognized experts?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1515,15. Tell me faculty professional expertise,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1516,16. Do instructors have industry knowledge?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1517,17. What specialized skills do faculty have?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1518,18. Are professors thought leaders?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1519,19. Tell me about faculty academic expertise,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1520,20. Do teachers have practical experience?,"Faculty are highly qualified and industry-connected. Many hold PhDs and actively publish, supervise projects, and lead FDPs. Key domains include:

- CSE: Mobile Computing, Information & Network Security, Big Data, Data Analytics, Cloud Computing, IoT, Medical Imaging.
- AI & Data Science: Algorithms, AI/ML, Data Mining, Image Processing, Pattern Recognition, Cyber Security.
- Electrical: Generation/Transmission, Power Systems, Power Electronics, Control Systems, Smart Grids.

Would you like department-wise profiles and counselor guidance?",TEACHING_METHODOLOGY
1521,1. How good is student-faculty interaction?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1522,2. Are professors approachable?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1523,3. Tell me about faculty-student relationships,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1524,4. Do instructors interact well with students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1525,5. How accessible are faculty members?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1526,6. Do professors care about students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1527,7. Tell me student-teacher interaction quality,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1528,8. Are faculty supportive of students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1529,9. How do professors engage with students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1520,10. Do instructors mentor students effectively?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1531,11. Tell me about faculty availability,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1532,12. Are teachers responsive to student needs?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1533,13. How do faculty help struggling students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1534,14. Do professors provide individual attention?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1535,15. Tell me faculty student support quality,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1536,16. Are instructors patient with students?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1537,17. How well do faculty communicate?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1538,18. Do professors encourage student questions?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1539,19. Tell me about faculty guidance quality,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1540,20. Are teachers invested in student success?,"Yes. Arya College faculty are supportive and student-focused. They offer regular office hours, mentorship for projects, internships, and placements, plus academic guidance and research opportunities. They respond to emails promptly and tailor help to individual needs. I can share department-specific mentorship details in Hindi, Marwari, Dhundhari, or Mewari if you prefer. Want me to connect you with a counselor?",FACULTY_EXPERTISE
1541,1. What teaching resources do faculty use?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1542,2. Do professors use modern technology?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1543,3. Tell me about classroom technology,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1544,4. What tools do instructors use for teaching?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1545,5. Do you have updated teaching resources?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1546,6. Are classrooms equipped with technology?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1547,7. Tell me teaching resource information,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1548,8. Do faculty use digital teaching tools?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1549,9. What technology supports teaching?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1550,10. Are there modern learning resources?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1551,11. Tell me about educational technology,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
